SFNC, $2.72B
FORM, $1.11B
DXJS, $251.22M
TSRI, $13.05M
TY, $1.58B
NXC, $92.65M
LEG, $6.3B
AVY, $10.65B
MBFIO, n/a
IOR, $45.43M
BEP, $6.08B
ESCA, $188.97M
ATAI, $122.42M
FOXF, $1.48B
LAD, $3.16B
SYNH, $4.18B
PTSI, $241.91M
VTWG, $247.54M
HCAP, $75.13M
PMPT, $13.99M
BML^G, n/a
ANY, $17.34M
TOO^A, n/a
EVFM, $161.59M
ALLY^A, n/a
IMO, $26.35B
AKTX, $48.21M
STI^E, n/a
NOA, $144.78M
TAX, $140.15M
IGT, $5.85B
LUV, $36.09B
EFL, $199.29M
INCY, $20.16B
PGH, $463.61M
AMWD, $2.44B
WDAY, $24.95B
KMPH, $84.28M
CLNE, $262.89M
HCLP, $1.24B
MMDM, $254.11M
APRN, $587.53M
SOJB, n/a
CSTE, $739.63M
CLNS^G, n/a
NOMD, $2.92B
NTP, $484.74M
ISTB, $1.27B
BOTJ, $65.24M
GRUB, $6.63B
IRBT, $2.63B
CCNE, $429.47M
SKM, $17.91B
MILN, $5.16M
AGTC, $85.04M
BPOP, $4.12B
DNOW, $1.35B
TMST, $759.95M
DAKT, $418.95M
AEGN, $832.36M
RTN, $60.39B
TRCB, $150.53M
ROYT, $103.02M
UMH, $485.13M
BSPM, $8.76M
NZF, $2.09B
IT, $12.89B
CCOI, $2.06B
ALEX, $2.02B
JKI, $446.15M
VIV, $28.52B
BCOM, $592.47M
AMOT, $331.04M
CUBI^F, n/a
IESC, $380.87M
SRUNU, n/a
ADAP, $850.67M
PNW, $9.04B
TNH, $1.55B
DLHC, $69.87M
AET, $62.98B
UN, $165.88B
VOD, $86.42B
UBOH, $72.54M
OMEX, $33.3M
PBIP, $157.27M
TGA, $107.59M
JJSF, $2.78B
ENVA, $568.9M
NVLN, $83.88M
SHAK, $1.61B
EPR^C, n/a
LTXB, $2.15B
KAP, n/a
ALRM, $1.77B
VCSH, $21.59B
MC, $1.73B
MS^I, n/a
RCS, $394.99M
RGCO, $186.91M
GF, $333.19M
ANTH, $40.16M
CRUSC, n/a
LTSL, n/a
OFIX, $1.05B
TBI, $1.13B
MSG, $5.04B
CIM, $3.37B
TTP, $200.73M
HT^D, n/a
LWAY, $125.95M
ESXB, $183M
CVX, $249.18B
AA, $10B
CLIRW, n/a
CHSCP, $216.17M
LTRX, $44.04M
LCA, $311.56M
LPG, $405.65M
MHK, $20.87B
RWLK, $24.27M
IGI, $226.22M
GEH, n/a
KBH, $3.17B
AMRS, $223.34M
LMHA, n/a
DEPO, $492.14M
ENDP, $1.59B
NFLX, $118.83B
CRWS, $74.63M
TWIN, $314.03M
WLL, $2.68B
ATXI, $38.49M
EMAN, $54.21M
JNCE, $807.43M
HE^U, n/a
GJV, n/a
DWLD, n/a
REVG, $1.99B
KALU, $1.92B
ARTNA, $345.02M
WCN, $19.31B
LQ, $2.33B
ASRVP, n/a
KIM^K, n/a
CPB, $14.23B
SQNS, $146.91M
SAFE, $322.69M
INGR, $10.5B
DS^B, n/a
TCBK, $865.67M
EVG, $253.37M
ICE, $44.21B
SPR, $11.73B
STAF, $13.53M
NKX, $704.32M
IPG, $8.51B
NAVG, $1.44B
NBD, $161.83M
ATTO, $731.7M
JRVR, $1.11B
KIM, $6.81B
CRVS, $207.68M
BAC^I, n/a
ABM, $2.54B
CXE, $162.24M
RLGY, $3.63B
DOTAR, n/a
HIG.WS, n/a
ASRV, $76.14M
P, $1.07B
FCN, $1.67B
TACOW, n/a
ABR^C, n/a
ANIP, $796.19M
YUME, $136.29M
CYCCP, $2.11M
TLYS, $444.53M
CR, $5.58B
AQN, $4.75B
ASH, $4.51B
SMED, $73.48M
SAB, n/a
PTLA, $3.54B
YELP, $3.66B
GRF, $29.58M
SID, $4.6B
PSC, $343.46M
OEC, $1.74B
CAJ, $42.86B
MARK, $319.96M
FOSL, $470.72M
UCTT, $816.14M
DSPG, $290.2M
TPH, $2.7B
FBNC, $1.07B
AWX, $8.18M
PJT, $927.92M
NUAN, $5.27B
SIFI, $181.64M
GOF, $530.17M
GDO, $265.93M
BNJ, $111.84M
SCS, $1.82B
KOOL, $32.05M
THO, $7.37B
SODA, $1.71B
UUUU.WS, n/a
SBUX, $82.51B
BXG, $1.46B
FBIO, $205.16M
LOPE, $4.44B
MCD, $142.19B
INPX, $14.92M
PEI^D, n/a
OSTK, $2.05B
BLMT, $297.27M
STAR^D, n/a
IVAC, $150.34M
PSMT, $2.66B
YNDX, $12.77B
XNY, $29.79M
RBCN, $21.48M
TSEM, $3.43B
INFU, $54.67M
WFC^Q, n/a
PTC, $8.54B
MTLS, $651.2M
WRLD, $1.04B
USATP, $10.84M
BDXA, n/a
VRA, $347.02M
WLFC, $172.22M
MLR, $304.94M
PFH, n/a
FEYE, $2.91B
CRC, $1.04B
NAV, $4.67B
PEIX, $195.67M
ANH^A, n/a
ULBI, $112.52M
CNAT, $163.53M
TCGP, n/a
ADRA, $24.51M
OPP, $200.01M
NGD, $1.85B
ULTI, $6.94B
FORK, $70.12M
DEA, $915.65M
CGA, $59.37M
MITL, $1.08B
BBN, $1.28B
MBB, $11.9B
ASPS, $550.75M
BERY, $7.79B
EGIF, $120.78M
HEWG, $680.68M
VNDA, $775M
GGT^B, n/a
ABBV, $196.7B
EAD, $595.18M
IVH, $242.54M
DHI, $18.93B
JBR, n/a
TPC, $1.3B
GSBD, $880.07M
NVFY, $65.72M
LYTS, $207.11M
TLGT, $176.75M
FUNC, $123.15M
AIF, $227.66M
DBD, $1.38B
PGJ, $284.87M
ELVT, $309.34M
SNLN, $478.36M
GBCI, $3.1B
UNH, $240.78B
BCH, $17.38B
PCYO, $206.66M
HL^B, n/a
CLNS^E, n/a
RSLS, $49.43M
AMRH, $46.46M
SR, $3.34B
CALA, $294.46M
FII, $3.68B
AFL, $35.77B
MIN, $472.11M
TICC, $288.28M
IDRA, $365.84M
WBAI, $496.6M
CCE, $19.81B
CUBE, $4.95B
FGM, $282.68M
SHBI, $222.55M
GTLS, $1.59B
KBLMW, n/a
IPXL, $1.54B
CBMG, $316.55M
VTWV, $197.37M
ADVM, $315.29M
STO, $79.89B
NEON, $36.94M
MSFG, $1.01B
MYNDW, n/a
BLE, $330.88M
CLI, $1.9B
NS^C, n/a
ALG, $1.4B
WETF, $1.69B
AVEO, $357.33M
OLED, $8.02B
TCF.WS, n/a
TNTR, $190.76M
NETS, $294.75M
CUB, $1.64B
CKX, $19.52M
XOMA, $271.93M
PCF, $119.65M
UL, $70.26B
BPY, $5.67B
MAC, $9.36B
HEP, $2.09B
SGH, $834.15M
MICT, $10.1M
UMBF, $3.83B
BMA, $7.22B
TBPH, $1.57B
GPC, $15.77B
MTEX, $39.27M
REPH, $167.37M
IOVA, $995.07M
SXE, $171.89M
CCRC, $323.33M
DGII, $278.68M
FCEL, $128.65M
OXBR, $12.91M
MCEP, $51.46M
AMH^D, n/a
CI, $55.77B
FEM, $550.88M
FLS, $5.95B
ASA, $229.74M
EVBG, $946.81M
KAR, $7.46B
FCSC, $18.36M
NHC, $950.56M
HON, $124.87B
SN, $466.08M
NEA, $3.5B
VHI, $2.06B
IVENC, n/a
MA, $188.89B
CWBR, $257.67M
BOCH, $185.5M
KMDA, $229.5M
PSAU, $32.94M
CYD, $1.13B
MGU, $319.31M
CTL, $19.48B
EVOK, $41.15M
MSA, $3.06B
BC, $5.26B
GPJA, n/a
CIO, $427.1M
TEUM, $97.01M
SCL, $1.81B
MXWL, $218.01M
PRN, $129.6M
BRQS, $200.23M
HMHC, $1.1B
BW, $266.06M
VLY^B, n/a
AG, $1.08B
TWO^C, n/a
MHE, $33.15M
ERI, $2.54B
OSPRW, n/a
MTFBW, n/a
PRAA, $1.64B
ZION, $10.67B
ORM, $147.32M
NML, $580.75M
BFO, $79.82M
FRED, $139.15M
NQP, $486.66M
IMAX, $1.25B
FTC, $767.28M
PJH, n/a
GSHTW, n/a
WLB, $21.93M
BCLI, $68.78M
WUBA, $12.61B
MRDN, $15.48M
WKHS, $137.78M
FTEO, $278.43M
WFC^Y, n/a
GJP, n/a
SB^B.CL, n/a
BSFT, $1.74B
ROP, $29.09B
GGP, $22.82B
DLR, $22.94B
BRS, $554.18M
EV, $7.21B
KIM^I, n/a
DSW, $1.68B
SVRA, $362.04M
CWST, $1.09B
KIO, $246.37M
DS^D, n/a
AHGP, $1.8B
IPI, $549.24M
OR, $1.81B
WMIH, $203.76M
VONG, $1.69B
BDX, $56.5B
AIRI, $35.3M
EDUC, $85.25M
GOOD, $559.22M
BOJA, $450.39M
QCRH, $610.42M
ITEQ, n/a
SYBX, $157.15M
LGC.WS, n/a
HFGIC, $25M
KYN^F, n/a
SRTS, $76.08M
DVAX, $1.05B
ABR^A, n/a
DLR^I, n/a
VUSE, $538.69M
SPNS, $572.87M
BKN, $244.55M
CAL, $1.34B
OTEX, $9.09B
NEE^K, n/a
MMDMR, n/a
IUSG, $3.56B
NGL, $2.02B
ETX           , $221.01M
LOAN, $49M
PSCH, $334.74M
TCS, $239.56M
QQXT, $110.92M
ACOR, $1.27B
CELC, $194.38M
OACQU, n/a
VMC, $18.67B
SIF, $37.49M
DWTR, $67.77M
CSA, $2.44B
CHMI^A, n/a
DXYN, $60.53M
IIVI, $2.81B
CVRS, $241.54M
MCF, $122.45M
PSA^Y, n/a
EGO, $1.07B
SKT, $2.42B
SBBP, $279.39M
AGZD, $24.14M
AKBA, $719.91M
VBIV, $262.72M
FANG, $12.77B
BANFP, $27.57M
CVLY, $252.76M
ASTC, $14.51M
ROSEW, n/a
SHOP, $11.24B
TLI, $105.45M
LOW, $89.12B
AGM, $851.25M
RUSHA, $2.2B
PHIIK, $189.44M
WFC.WS, n/a
RAVE, $22.99M
EGLE, $393.59M
TFSL, $4.17B
HTHT, $11.14B
NMK^B, n/a
HCKT, $461.37M
FNV, $14.49B
OIA, $376.71M
MCRN, $1.32B
SXCP, $1B
ANH^C, n/a
CNXN, $716.78M
ORBC, $855.86M
AAON, $1.9B
RMCF, $73.2M
VRSN, $11.37B
APPF, $1.48B
GNE^A, n/a
EPZM, $1.15B
MTEM, $307.95M
BBH, $659.51M
ATSG, $1.52B
ARCW, $39.29M
PFN, $615.07M
CGG, $256.43M
CMTA, $567.11M
USM, $3B
ASPU, $121.49M
RZB, n/a
FPI^B, n/a
HPE, $26.63B
INDUU, n/a
BATRK, $1.19B
NLST, $23.44M
TU, $22.4B
CSFL, $2.11B
MPO, $452.37M
JEMD, $124.25M
PSDV, $57.48M
JUNO, $9.89B
SHI, $6.96B
CTW, n/a
PPIH, $71.18M
WSFS, $1.62B
SYNL, $122.2M
GIG~, n/a
NVIV, $22.94M
LACQW, n/a
RMBL, $65.03M
UNAM, $45.9M
GNK, $491.39M
CHMA, $40.84M
MSFT, $725.63B
DYN, $1.85B
STI^A, n/a
SALT, $621.69M
BWINB, $350.36M
PRGO, $13.4B
CSCO, $210.4B
EBIX, $2.65B
FCAU, $48.29B
BZM, $28.15M
CWCO, $196.7M
CLDR, $2.65B
ALL^E, n/a
CCC, $1.08B
ROK, $26.06B
TKR, $4.25B
PFBI, $207.4M
DG, $28.6B
TNDM, $29.95M
CRME, $53M
APEI, $414.02M
AEMD, $24.46M
PDT, $772.76M
AGR, $15.04B
OCC, $18.26M
RDI, $380.02M
STM, $21.01B
C^P.CL, n/a
COHR, $6.67B
JPS, $1.96B
PVH, $11.83B
MZOR, $1.64B
VIRT, $3.6B
XIV, $1.13B
BANR, $1.8B
MAA, $10.74B
CBSHP, $2.43B
FNK, $54.32M
PNK, $2.14B
UPLD, $496.33M
MQT, $288.07M
THR, $776.93M
GPAQU, n/a
UHS, $11.51B
MRUS, $365.48M
PER, $133.35M
AMH^F, n/a
ANIK, $993.63M
EPR^G, n/a
ASC, $250.14M
FEO, $89.65M
NRZ, $5.47B
RNSC, $3.32M
SAP, $137.29B
ACN, $103.48B
ATKR, $1.54B
UFI, $667.34M
CTWS, $633.59M
ALDR, $1.13B
MO, $135.52B
BVSN, $16.47M
NHA, $83.46M
SMP, $1.08B
SGMA, $38.65M
SBSI, $1.21B
EVSTC, $22.5M
DLTH, $606.38M
LCM, $79.7M
GDP, $126.78M
ITW, $61.28B
GILD, $111.63B
TIL, $14.68M
PAGS, n/a
CIVBP, n/a
TRX, $47.55M
EYEG, $19.96M
CBSH, $6.61B
AE, $196.96M
NYLD.A, n/a
CBFV, $128.77M
THST, $8.83M
RLJ, $4.17B
SLP, $286.19M
FLIC, $685.98M
BTT, $1.53B
FTA, $1.14B
EOT, $334.73M
STDY, $87.63M
TDS, $3.02B
GEL, $3.09B
RNDV, $12.67M
UMPQ, $4.75B
HUNT, $42.26M
CEIX, $969.91M
TCCO, $17.29M
EFSC, $1.12B
GSHTU, n/a
SFE, $258.22M
CHCO, $1.09B
GJR, n/a
CXSE, $212.94M
HBM, $2.38B
MRIN, $53.71M
CPF, $902.93M
CRESY, $1.08B
ITUS, $100.49M
PKW, $1.49B
FNKO, $353.17M
CEZ, n/a
CNHI, $20.66B
WAAS, $393.89M
NVTR, $93.39M
CASY, $4.8B
ARD, $4.77B
ICCC, $40.58M
DFS, $29.43B
VONE, $847.27M
GS^B, n/a
ICHR, $870.28M
OHAI, $24.41M
EMF, $322.91M
RLJ^A, n/a
ELMD, $48.49M
ABLX, $3.58B
MNR, $1.33B
MDLY, $192.26M
LHO^I, n/a
NXTM, $1.66B
FDIV, $101.41M
TCRX, n/a
TERP, $1.66B
MOD, $1.15B
TMP, $1.28B
PFMT, $132.5M
BIDU, $90.37B
YUMA, $29.69M
ONB, $2.65B
SCHW^D, n/a
VAR, $11.84B
IHTA, $80.19M
TLF, $68.14M
LXP, $2.17B
PYPL, $102.7B
MMV, $35.5M
KELYA, $1.12B
CMRX, $219.14M
BSTI, $3.38B
DSX^B, n/a
NEE^I, n/a
PSCF, $229.99M
ZDGE, $30.5M
FNWB, $200.56M
BEAT, $1.14B
WPRT, $414.35M
RYAM, $992.19M
NVS, $220.02B
GCAP, $362.88M
EVFTC, n/a
BRPA, n/a
WD, $1.48B
FAT, $85M
BKSC, $94.23M
BRID, $148.41M
OACQW, n/a
ECYT, $170.94M
CALX, $299.85M
LMAT, $674.85M
BTI, $160.71B
BNTC, $35.9M
CCCR, $33.07M
PNQI, $545.06M
ZG, $8.74B
AVIR, $23.53M
BYFC, $67.26M
LOMA, $2.87B
RACE, $29.44B
PTCT, $1.02B
LGCY, $183.6M
SIEB, $256.64M
AGO, $4.32B
OZRK, $6.64B
PAI, $142.96M
PRMW, $395.07M
MHLA, n/a
INVH, $11.68B
TLK, $31.07B
UTG, $1.49B
VCRA, $800.54M
MTNB, $105.96M
LGCYP, $12.4M
VIA, $15.97B
BIOL, $40.93M
RADA, $77.05M
VJET, $91.33M
HSEB, n/a
LSXMA, n/a
NSSC, $173.41M
TTWO, $13.61B
ISG, n/a
ARRS, $4.74B
BLDR, $2.56B
DFIN, $727.92M
MTT, $252.95M
HUBS, $3.8B
DXR, $17.48M
INOV, $1.98B
PMX, $370.96M
GTES, $5.37B
NTEST, n/a
HBM.WS, n/a
GAM, $963.45M
HDS, $7.36B
RENX, $44.63B
PPC, $7.63B
RGNX, $912.56M
HLIT, $301.99M
PSCT, $465.66M
MYOS, $8.63M
WES, $8.85B
WBA, $78.41B
SLCA, $2.9B
APHB, $15.52M
INDUW, n/a
ETH, $711.5M
BHE, $1.42B
VALU, $202.74M
BOFIL, n/a
TRPX, $22.17M
CTU, n/a
ICLR, $6.26B
SHO, $3.85B
COF^G, n/a
EXEL, $8.96B
LACQU, n/a
WASH, $932.51M
CENTA, $2.05B
ALLE, $8.21B
NLY^D, n/a
LPX, $4.45B
AZUL, $3.2B
CHMG, $232.09M
ASIX, $1.24B
IGR, $923.4M
NBTB, $1.63B
ICLK, $379.45M
EFF, $126.57M
RLGT^A, n/a
AEZS, $39.29M
RAS, $56.76M
JBGS, $3.95B
KMG, $965.23M
KBWP, $76.9M
HYACW, n/a
DNLI, $1.95B
FSFG, $130.75M
NM^H, n/a
CCA, $30.9M
ALL^C, n/a
EP^C, n/a
C^C, n/a
AFH, $245.43M
AUMN, $41.83M
QURE, $597.21M
STK, $351.71M
SSBI, $78.16M
RY, $124.75B
SOV^C, n/a
ABAX, $1.72B
BCRH, $108.2M
HCN, $22.44B
IMH, $213.69M
YDIV, $15.64M
NEP, $2.33B
VCLT, $2.43B
COLL, $760.98M
NKG, $129.33M
FBSS, $81.41M
EIGI, $1.2B
EACQ, $65.18M
MBUU, $677.03M
FFIN, $3.16B
ARII, $775.57M
OVID, $218.97M
PNI, $126.74M
XLNX, $18.05B
YECO, $8.58M
LFUS, $5.27B
NTN, $14.28M
ING, $78.88B
WRB^B, n/a
BME, $335.24M
PEP, $173.16B
SLAB, $4.26B
CIVI, $655.24M
CFC^B, n/a
SPLK, $13.08B
ALJJ, $127.54M
RPM, $7.11B
SXI, $1.29B
OMER, $817.02M
CM, $43.7B
REXR^B, n/a
SGOC, $14.83M
MRDNW, n/a
AUY, $3.47B
WGP, $9.07B
CYH, $658.53M
DTF, $117.59M
GZT, $2.08B
GIG.WS, n/a
SAR, $136.4M
NPN, $18.96M
TTC, $7.17B
ACP, $189.57M
SB, $370.57M
NEE^R, n/a
NWPX, $192.97M
EQS, $32.71M
LLNW, $480.34M
LODE, $21.23M
LIND, $442.52M
MXL, $1.83B
CBB, $742.47M
RNR, $5.18B
GDV, $2.05B
CVV, $67.3M
HIFR, $830.83M
GIFI, $200.37M
RIF, $184.51M
DTEA, $100.79M
OSLE, n/a
FSB, $438.1M
GLOP, $1.03B
ECC           , $339.63M
ECCA, n/a
ECPG, $1.1B
ANAB, $2.51B
ENZL, $147M
VGLT, $619.73M
FTEK, $28.48M
EDGE, $401.48M
BFS, $1.25B
CPTAG, n/a
STBZ, $1.19B
FCVT, $62.85M
RLH, $250.44M
AGNC, $7.64B
UONEK, $96.98M
USAT, $450.41M
AMKR, $2.48B
KIM^M, n/a
DSS, $34.03M
CEL, $996.35M
FLOW, $2.01B
LEGR, n/a
LXP^C, n/a
MDC, $1.91B
MWA, $1.87B
IRTC, $1.4B
KO, $206.77B
TLP, $692.31M
TSM, $237.11B
USCR, $1.39B
ENBL, $6.78B
RAS^B, n/a
LGC, n/a
WMGIZ, n/a
GPIC, $79.32M
EVY, $68.61M
DSWL, $43.2M
TST, $70.09M
IMGN, $1.11B
EMD, $956.14M
AVX, $3.01B
WPM, $9.81B
CECO, $871.27M
RCON, $16.04M
CAC, $655.86M
R, $4.71B
CXO, $24.04B
JCAP, $261.18M
AMT^B, n/a
DEX, $201.18M
CTMX, $988.25M
ESGU, $21.89M
SIM, $1.74B
MMT, $427.56M
ZYNE $163.6M
DSU, $719.54M
WIFI, $967.25M
EHC, $5.31B
TCRZ, n/a
NID, $596.22M
BHBK, $533.85M
BANC^D, n/a
VERI, $373.64M
IPOA.U, n/a
PSCD, $75.56M
GTIM, $31.79M
MDCA, $454.41M
RBBN, $700.59M
DY, $3.69B
GECCM, n/a
MTDR, $3.56B
CHT, $28.99B
BKJ, $123.5M
HZN, $230.68M
DYSL, $21.91M
PBBI, $81.99M
SWIN, $10.95M
RDHL, $131.89M
OAKS^A, n/a
STAG^C, n/a
TTGT, $427.76M
MVF, $614.66M
FISV, $29.71B
NAII, $83.21M
ARDX, $363.64M
HAS, $11.63B
CCZ, n/a
KEG, $321.96M
RMT, $379.48M
BMLP, $51.77M
DVY, $18.32B
OGS, $3.71B
VCIT, $18.92B
PETQ, $518.14M
TAHO, $1.39B
NXEO, $867.8M
CVCO, $1.44B
CNX, $3.24B
DPW, $67.48M
MCB, $353.9M
PODD, $4.52B
AGI, $2.48B
PEI^B, n/a
IEF, $7.67B
PLX, $98.78M
IRS, $1.73B
ACSF, $111.45M
JSYN, $54.23M
PTY, $1.33B
MCRB, $446.64M
FRT^C, n/a
BF.A, n/a
UHAL, $7.53B
CMS^B, n/a
MSDIW, n/a
WCC, $3.23B
LANDP, n/a
SRI, $703.15M
NWY, $204.98M
GRPN, $3.12B
MTX, $2.72B
WFC^W, n/a
CMD, $4.84B
BLDP, $535.97M
SUN, $3.76B
RVEN, $47.77M
LCAHU, n/a
FMBH, $484.8M
NVEC, $413.07M
VIDI, n/a
GAINN, n/a
CRI, $5.71B
CAMT, $246.86M
HCAC.WS, n/a
ESV, $2.88B
BBD, $79.59B
BASI, $17.15M
PMF, $333.38M
MGIC, $400.4M
DHG, $228.94M
GHDX, $1.19B
HRS, $17.42B
CZNC, $291.19M
VBTX, $679.82M
CTS, $915.65M
ADRO, $517.93M
KNSL, $1.01B
POST, $5.17B
ALSN, $6.43B
IVR, $1.92B
ETJ, $617.57M
BSM, $3.72B
EDN, $2.81B
KMI^A, n/a
VEEV, $8.62B
BKCC, $444.15M
CNIT, $102.19M
WBC, $8.51B
GNTY, $342.5M
UMH^D, n/a
PGP, $147.19M
FTAI, $1.52B
NLY^F, n/a
BMTC, $894.79M
GES, $1.57B
VSDA, n/a
ALL^A, n/a
FTXR, $2.7M
TDJ, n/a
WIN, $325.57M
INST, $1.08B
AMRN, $1.16B
HYACU, n/a
RGSE, $12.53M
ACRE, $373.96M
SPXX, $302.21M
VYMI, $837.02M
STI, $33.62B
DCT, $5.48B
UBA, $764.86M
PDP, $1.68B
VUZI, $210.94M
EHIC, $835.26M
BXS, $3.13B
WWD, $4.65B
VTGN, $34.74M
SGB, $55.41M
RBS, $52.05B
PRFZ, $1.93B
ACLS, $854.44M
SNR, $621.87M
GDEN, $787.62M
NTRP, $54.95M
QTWO, $1.71B
ARI^C, n/a
AKCA, $1.29B
NKE, $110.7B
AIG.WS, n/a
GBLI, $752.42M
NNBR, $802.39M
BCS^D, n/a
NAKD, $15.31M
SCE^K, n/a
BOLD, $1.14B
DDF, $87.11M
GEN           , $144.49M
MTG, $5.62B
TGP^B, n/a
CFX, $5.05B
CRD.B, n/a
VLGEA, $344.51M
WRB^D, n/a
BWFG, $257.22M
ASG, $159.41M
UAA, $6.46B
PEN, $3.42B
BIB, $484.79M
DARE, $13.36M
SEDG, $1.58B
PE, $9.03B
CO, $1B
CTHR, $29.37M
QTNT, $148.98M
AHC, $108.77M
PNRG, $122.17M
SD, $701.55M
QTRH, $221.27M
AAME, $73.58M
TDA, n/a
SGU, $616.44M
WMB, $26.89B
IBKCP, n/a
HMTV, $446.25M
NNVC, $62.72M
ISDR, $53.06M
ENTX, n/a
JSML, $7.8M
NS, $3.24B
CBD, $6.68B
AROC, $748.75M
AAMC, $108.7M
LKOR, $21.85M
CIU, $7.46B
NSP, $2.57B
LCI, $874.64M
CFBK, $61.78M
HIX, $600.84M
GPACW, n/a
AI, $314.33M
SNP, $108.56B
GENC, $244.4M
BWXT, $6.43B
CYBE, $115.13M
TDW, $608.15M
EPM, $254.59M
PRH, n/a
LCII, $2.88B
OBSV, $401.02M
CEN, $247.14M
ONCE, $2.14B
GMZ, $453.2M
SMPL, $1B
ODP, $1.92B
BAC, $331.25B
PAR, $141.51M
VEDL, $20.34B
VR^A, n/a
FMN, $159.92M
GS^N, n/a
DLX, $3.71B
DKL, $774.69M
EMB, $14.15B
FRC^G, n/a
NAC, $2.03B
WFE^A, n/a
CTEK, $47.51M
MVBF, $208.89M
TANNL, n/a
DNB, $4.61B
BGY, $737.17M
BUR, $19.78M
EXPR, $572.03M
CLIR, $40.58M
DHXM, $127.63M
DWIN, $102.64M
CDNA, $171.62M
PLBC, $127.89M
CJJD, $39.08M
SVVC, $77.13M
HEBT, $33.21M
BGCA, n/a
SNES, $7.48M
IMDZ, $180.22M
RARX, $170.61M
SGLB, $9.21M
MBFIP, $101.9M
ATVI, $54.83B
FPA, $62.82M
WTW, $4.22B
GUT^C, n/a
MBII, $36.05M
ARLZ, $120.73M
EYESW, n/a
LUK, $9.84B
CLRO, $66.05M
CIO^A, n/a
BKH, $3.05B
PTX, $28.43M
GLBZ, $33.47M
SALM, $119.04M
PRPH, $26.37M
ARGS, $509,261.40
SLQD, $716.5M
AGNCN, n/a
WSCWW, n/a
AWP, $581.63M
PSA^C, n/a
SRF, $24.33M
PETS, $984.89M
ALKS, $9.11B
STI.WS.B, n/a
TIF, $13.63B
ABAC, $23.23M
AAU, $93.82M
RF^A, n/a
LRN, $743.16M
PAM, $5.18B
GFI, $3.59B
BLX, $1.19B
SEE, $8.84B
DDE, $43.76M
ENB, $64.43B
SBNY, $8.54B
CTBI, $851.02M
CCIH, $51.68M
DWPP, $29.03M
BOOT, $464.4M
CRCM, $577.6M
MTZ, $4.41B
EQCO, n/a
CNTY, $276.86M
CNFR, $51.54M
ESBK, $56.77M
QEP, $2.47B
HK.WS, n/a
UBSI, $3.77B
MANT, $2.04B
PICO, $305.54M
NTWK, $55.53M
CSWCL, n/a
RPT, $1.08B
ESP, $59.02M
CRK, $161.84M
NDRO, $107.25M
PMD, $110.88M
NSPR.WS.B, n/a
BBF, $141.84M
MUJ, $419.14M
ATAC, $57.9M
BHVN, $1.18B
INTL, $831.65M
MKTX, $7.26B
RDFN, $1.87B
NGVT, $3.18B
PPG, $30.91B
SPRT, $53.15M
FLEX, $10.23B
CRSP, $1.62B
ENTG, $4.88B
MINDP, n/a
SMHI, $273.2M
LAZ, $7.09B
GIS, $34.26B
NOW, $25.86B
OMC, $17.9B
TRNC, $702.21M
COF^C, n/a
PGR, $31.89B
IBKCO, n/a
BSRR, $422.14M
CLNS, $5.11B
KRNT, $543.13M
RRGB, $688.2M
NXRT, $563.76M
TS, $21.3B
KODK.WS, n/a
NATR, $220.68M
LPT, $6.09B
SNV^C, n/a
LKSD, $507M
CIC.WS, n/a
CISN.WS, n/a
CVGI, $378.02M
PIH, $42.19M
CLDX, $386.2M
FMCIR, n/a
TCX, $582.11M
GCI, $1.35B
GJH, n/a
FENC, $168.63M
CYRX, $237.65M
S, $21.48B
AFSI^B, n/a
RDVY, $390.53M
CSML, $413.89M
IPAS, $33M
OSN, $32.92M
CARB, $721.04M
FWP, $252.91M
BTU^, n/a
CLUB, $164.09M
CDZI, $326.07M
CTXRW, n/a
HMNF, $84.55M
MGEE, $2.07B
SMM, $209.66M
FC, $415.75M
PWR, $6.06B
ZBK, n/a
ICAD, $55.31M
RE, $9.42B
CVBF, $2.61B
LNC.WS, n/a
TCBIW, n/a
MRLN, $295.21M
PNM, $3.03B
CREG, $23.52M
FNJN, $57.35M
AEB, n/a
ALXN, $28.62B
UEC, $245.16M
SBLKZ, n/a
SCE^E, n/a
AHT^F, n/a
AKER, $7.48M
NVCN, $60.62M
LPTX, $88.21M
OSPR, n/a
HZNP, $2.56B
BANX, $140.72M
HOVNP, $38.45M
NRP, $423.84M
CXP, $2.63B
FRPT, $657.13M
PG, $221.17B
CHFC, $4.21B
BMI, $1.45B
SMBK, $242.35M
CLRG, $69M
JCE, $249.62M
SP, $901.95M
AMSF, $1.19B
CA, $15.03B
AGFSW, n/a
PACB, $341.19M
USB^A, n/a
HOV, $343.89M
SF, $4.54B
XENE, $60.29M
ACT, $16.37M
VVR, $802.96M
JOUT, $618.09M
HDSN, $278.3M
CVR, $29.95M
GPRO, $824.67M
STRA, $1.05B
SCD, $265.25M
ICL, $5.74B
NQ, $347.88M
GPACU, n/a
RCI, $19.85B
YTRA, $294.27M
CRUS, $3.27B
AYTU, $15.67M
TNP^D, n/a
IEI, $6.99B
RIBT, $22.79M
QQEW, $577.82M
HELE, $2.61B
TCCA, n/a
GSK, $96.78B
FEDU, $417.58M
USAP, $182.15M
SKYY, $1.51B
GNT^A, n/a
CURO, $726.8M
FSCT, $1.26B
PWOD, $200.68M
SNHNI, n/a
BAM, $41.33B
GSUM, $390.96M
FTK, $360.28M
TLT, $6.83B
AVNW, $88.92M
REDU, $896.5M
HAWK, $2.57B
